TransactionID,TransactionDT,isFraud,TransactionAmt,card1,ProductCD,addr1,C1,C2
2995310,4429276,0,85.48,17709,W,247.0,8.0,6.0
2995311,4429705,0,67.34,10354,C,275.0,5.0,2.0
2995312,4430006,0,15.17,10878,S,319.0,3.0,0.0
2995313,4430298,0,36.29,3000,S,203.0,8.0,1.0
2995314,4430315,0,28.63,14303,W,295.0,3.0,5.0
2995315,4431285,0,44.13,1840,W,285.0,2.0,0.0
2995316,4431905,0,372.01,3964,H,228.0,2.0,4.0
2995317,4431935,0,58.95,2622,W,187.0,9.0,5.0
2995318,4432002,0,40.15,13562,C,499.0,9.0,3.0
2995319,4432009,0,196.27,4873,H,185.0,0.0,6.0
2995320,4432810,0,133.21,13640,W,347.0,3.0,6.0
2995321,4433345,0,1031.48,8149,W,426.0,3.0,4.0
2995322,4434562,0,302.88,6954,W,484.0,10.0,0.0
2995323,4434792,0,8.28,9377,W,423.0,2.0,0.0
2995324,4435067,0,236.56,14013,W,141.0,7.0,0.0
2995325,4435347,0,205.08,17641,W,187.0,8.0,4.0
2995326,4435439,0,659.44,4446,C,438.0,3.0,1.0
2995327,4436887,0,70.94,7966,H,298.0,4.0,1.0
2995328,4438390,0,335.51,17032,R,312.0,4.0,6.0
2995329,4438473,0,58.82,17339,W,213.0,1.0,6.0
2995330,4438674,0,127.55,13558,W,490.0,1.0,5.0
2995331,4438910,0,25.38,7847,W,448.0,3.0,4.0
2995332,4439076,0,17.3,3973,C,318.0,2.0,6.0
2995333,4439759,0,255.58,15615,W,390.0,5.0,0.0
2995334,4440802,0,90.4,6374,H,110.0,9.0,6.0
2995335,4440915,0,19.36,17379,W,110.0,10.0,6.0
2995336,4441136,0,239.23,17360,C,339.0,5.0,3.0
2995337,4441674,0,3.38,11597,W,361.0,4.0,5.0
2995338,4441746,0,34.06,14463,W,343.0,8.0,4.0
2995339,4444082,1,14.24,14260,H,391.0,8.0,6.0
2995340,4444218,0,379.56,3117,C,470.0,8.0,6.0
2995341,4445110,0,53.5,10282,W,230.0,7.0,0.0
2995342,4445285,0,98.96,2017,W,112.0,9.0,4.0
2995343,4446029,0,129.68,9246,W,423.0,7.0,3.0
2995344,4446799,0,237.53,15021,W,460.0,10.0,0.0
2995345,4446850,0,207.35,16001,S,368.0,10.0,6.0
2995346,4446941,0,235.45,5019,W,282.0,2.0,0.0
2995347,4447363,0,65.46,1440,W,183.0,10.0,4.0
2995348,4447757,1,335.88,13728,H,275.0,11.0,4.0
2995349,4447923,0,41.0,17424,H,254.0,1.0,6.0
2995350,4448603,0,55.57,7171,H,253.0,8.0,6.0
2995351,4448994,0,14.24,14609,W,408.0,2.0,0.0
2995352,4450167,0,672.95,5798,W,205.0,1.0,0.0
2995353,4450206,0,27.32,14156,H,430.0,6.0,0.0
2995354,4452967,0,489.3,1017,H,231.0,4.0,1.0
2995355,4453144,0,171.53,13466,C,147.0,1.0,5.0
2995356,4453436,0,114.33,12669,W,446.0,7.0,6.0
2995357,4454012,0,139.83,6940,W,351.0,7.0,2.0
2995358,4454147,0,25.07,14384,R,346.0,7.0,3.0
2995359,4455947,0,618.11,2423,H,269.0,4.0,0.0
2995360,4458242,0,58.32,16308,W,246.0,6.0,0.0
2995361,4458653,0,303.53,17927,H,362.0,4.0,2.0
2995362,4458813,0,46.9,9143,H,423.0,7.0,1.0
2995363,4459058,0,16.16,14364,W,109.0,8.0,1.0
2995364,4459082,0,972.72,12386,C,255.0,5.0,5.0
2995365,4459083,0,43.63,7433,S,150.0,5.0,3.0
2995366,4459676,0,156.68,4089,W,483.0,7.0,1.0
2995367,4459777,0,2.38,13061,S,349.0,6.0,2.0
2995368,4460201,0,82.67,7868,S,253.0,5.0,1.0
2995369,4460388,0,185.84,2717,C,234.0,7.0,1.0
2995370,4460416,0,106.81,13391,H,137.0,3.0,6.0
2995371,4460446,0,80.03,9406,C,402.0,1.0,2.0
2995372,4461309,0,69.88,15726,W,147.0,6.0,0.0
2995373,4463033,0,255.87,11402,H,388.0,1.0,3.0
2995374,4463700,0,19.06,10546,W,350.0,1.0,3.0
2995375,4464179,0,67.76,16154,S,348.0,0.0,1.0
2995376,4465859,0,503.52,2899,S,418.0,7.0,5.0
2995377,4466162,0,15.19,1656,H,211.0,4.0,2.0
2995378,4467187,1,120.02,17472,S,241.0,8.0,2.0
2995379,4467424,0,23.95,1980,C,495.0,9.0,2.0
2995380,4467589,0,129.18,1507,W,268.0,5.0,1.0
2995381,4467616,0,93.66,10590,H,381.0,6.0,6.0
2995382,4467668,0,29.0,6599,H,140.0,10.0,1.0
2995383,4468092,0,92.67,13913,C,275.0,5.0,2.0
2995384,4469061,0,97.41,1111,W,183.0,1.0,2.0
2995385,4469795,0,43.33,5207,H,205.0,9.0,1.0
2995386,4470367,0,54.6,3181,S,246.0,6.0,6.0
2995387,4471432,0,41.36,7968,W,254.0,0.0,0.0
2995388,4471735,0,5.83,8089,H,368.0,5.0,5.0
2995389,4472768,0,273.77,7589,H,310.0,10.0,2.0
2995390,4473303,0,377.59,9046,W,148.0,7.0,2.0
2995391,4473773,0,11.02,13242,W,197.0,4.0,6.0
2995392,4473776,0,383.62,2694,H,129.0,9.0,3.0
2995393,4476805,0,145.73,9014,W,114.0,1.0,0.0
2995394,4478297,0,23.98,15000,C,104.0,3.0,0.0
2995395,4478631,0,70.03,2836,H,134.0,1.0,2.0
2995396,4479198,0,38.6,17713,W,217.0,8.0,0.0
2995397,4479368,0,272.6,16699,S,221.0,0.0,3.0
2995398,4479647,0,29.93,12444,W,333.0,9.0,5.0
2995399,4480268,0,1149.99,14293,W,201.0,2.0,5.0
2995400,4480537,0,361.5,16738,W,424.0,7.0,5.0
2995401,4481283,0,20.7,4347,W,321.0,5.0,6.0
2995402,4481652,0,642.98,10075,W,431.0,1.0,2.0
2995403,4483625,0,216.11,2019,W,483.0,1.0,0.0
2995404,4485991,0,75.13,1411,W,299.0,4.0,6.0
2995405,4486132,0,202.53,11657,S,116.0,2.0,3.0
2995406,4486361,0,273.03,1248,C,431.0,9.0,5.0
2995407,4486606,0,36.23,16668,C,219.0,2.0,0.0
2995408,4486651,0,245.17,8151,H,488.0,6.0,5.0
2995409,4488136,0,53.56,1248,C,456.0,6.0,1.0
2995410,4488993,0,239.16,16818,H,173.0,10.0,6.0
2995411,4489759,0,76.42,12325,W,364.0,10.0,1.0
2995412,4489985,0,26.87,14676,C,297.0,5.0,3.0
2995413,4490000,0,191.76,13660,W,122.0,8.0,0.0
2995414,4490632,0,57.14,13575,W,166.0,10.0,3.0
2995415,4491003,0,108.36,3185,H,367.0,10.0,1.0
2995416,4491520,1,223.66,17892,W,247.0,10.0,6.0
2995417,4491949,0,524.85,10857,S,372.0,5.0,4.0
2995418,4492390,0,53.36,7912,H,173.0,10.0,0.0
2995419,4492393,0,32.53,1585,W,458.0,10.0,5.0
2995420,4492503,0,648.7,13853,H,178.0,4.0,5.0
2995421,4492962,0,90.36,5170,W,252.0,5.0,6.0
2995422,4493910,0,46.8,5575,S,445.0,1.0,4.0
2995423,4494227,0,139.04,2060,W,435.0,0.0,2.0
2995424,4494722,0,59.6,6295,C,405.0,10.0,2.0
2995425,4495219,0,65.28,6951,W,181.0,4.0,4.0
2995426,4497113,0,1975.17,1533,C,123.0,10.0,1.0
2995427,4497341,0,27.51,11244,W,142.0,10.0,6.0
2995428,4497587,0,16.03,11614,S,359.0,3.0,5.0
2995429,4497666,0,391.76,2197,W,468.0,4.0,1.0
2995430,4497819,0,57.11,3241,W,238.0,2.0,1.0
2995431,4497909,0,132.02,15401,C,448.0,1.0,0.0
2995432,4498027,0,193.62,7510,W,447.0,10.0,4.0
2995433,4498190,0,11.03,2161,H,485.0,10.0,2.0
2995434,4498335,0,353.79,5941,W,399.0,10.0,2.0
2995435,4498599,0,45.9,13205,W,220.0,0.0,5.0
2995436,4498958,0,878.87,9970,S,217.0,5.0,5.0
2995437,4499409,0,34.62,10938,H,346.0,5.0,0.0
2995438,4499494,0,589.26,14144,W,212.0,0.0,6.0
2995439,4499829,0,732.21,5336,W,162.0,9.0,3.0
2995440,4500760,0,50.03,14909,R,402.0,3.0,5.0
2995441,4501392,0,71.64,7927,R,138.0,8.0,2.0
2995442,4503439,0,61.75,15580,W,111.0,5.0,4.0
2995443,4503590,0,557.56,10777,C,463.0,1.0,1.0
2995444,4504613,0,111.64,15890,W,207.0,3.0,3.0
2995445,4504723,0,170.59,13026,C,465.0,3.0,5.0
2995446,4505265,0,75.78,2082,W,479.0,6.0,5.0
2995447,4505267,0,158.62,2731,W,249.0,0.0,6.0
2995448,4505814,0,171.5,3709,S,297.0,8.0,4.0
2995449,4506248,0,43.99,2286,H,118.0,2.0,6.0
2995450,4506707,0,755.19,17788,W,290.0,2.0,0.0
2995451,4507991,0,70.5,6143,W,117.0,9.0,0.0
2995452,4508424,0,309.82,12618,H,129.0,6.0,1.0
2995453,4508745,0,19.8,1299,W,394.0,3.0,3.0
2995454,4508936,0,204.55,11272,W,397.0,5.0,0.0
2995455,4509056,0,323.06,13852,W,112.0,3.0,2.0
2995456,4510024,0,123.85,3112,S,154.0,6.0,2.0
2995457,4510717,0,327.37,2405,C,388.0,9.0,5.0
2995458,4510964,0,38.52,5523,R,439.0,10.0,4.0
2995459,4511105,0,158.7,13624,W,261.0,1.0,3.0
2995460,4512919,0,14.51,3328,H,378.0,10.0,4.0
2995461,4513071,0,107.58,10526,C,384.0,6.0,0.0
2995462,4513165,0,34.76,10986,W,406.0,8.0,2.0
2995463,4513850,0,82.89,12780,W,491.0,6.0,5.0
2995464,4514321,0,471.11,3542,W,484.0,3.0,6.0
2995465,4515097,0,724.44,2406,W,312.0,10.0,3.0
2995466,4515251,0,19.32,5071,H,226.0,7.0,6.0
2995467,4515644,0,401.15,2769,H,161.0,1.0,3.0
2995468,4515786,0,482.48,16712,R,230.0,8.0,2.0
2995469,4516084,0,132.9,16214,W,279.0,3.0,3.0
2995470,4516640,0,459.23,8602,H,315.0,7.0,5.0
2995471,4516949,0,54.71,15375,R,410.0,1.0,3.0
2995472,4517129,0,48.58,8926,S,141.0,10.0,3.0
2995473,4517710,0,48.84,10075,C,314.0,0.0,6.0
2995474,4519523,0,212.03,9002,W,395.0,7.0,6.0
2995475,4519773,0,80.1,1065,H,334.0,7.0,1.0
2995476,4519829,0,38.13,17243,W,271.0,3.0,6.0
2995477,4520030,0,40.39,2227,R,475.0,1.0,3.0
2995478,4522348,0,90.15,15016,W,459.0,4.0,1.0
2995479,4523359,0,32.49,3423,W,204.0,4.0,1.0
2995480,4524231,0,200.75,3752,W,468.0,3.0,3.0
2995481,4524266,0,377.7,8546,C,497.0,10.0,6.0
2995482,4525167,0,289.63,7057,H,492.0,2.0,1.0
2995483,4526486,0,2961.12,15227,H,334.0,4.0,2.0
2995484,4527321,0,147.38,14997,H,475.0,3.0,5.0
2995485,4528013,0,688.33,1106,H,355.0,8.0,4.0
2995486,4529196,0,112.23,8719,H,148.0,7.0,3.0
2995487,4530166,0,64.45,12739,H,489.0,5.0,2.0
2995488,4530187,0,103.85,14185,W,152.0,0.0,5.0
2995489,4530327,0,109.91,14590,R,166.0,6.0,6.0
2995490,4531015,0,77.61,2978,C,150.0,9.0,5.0
2995491,4531028,0,24.56,13614,C,327.0,8.0,4.0
2995492,4531371,0,27.79,12002,W,159.0,1.0,0.0
2995493,4531608,0,350.66,6232,C,367.0,6.0,3.0
2995494,4531632,0,244.93,3920,W,463.0,3.0,4.0
2995495,4532562,0,760.89,11711,W,430.0,9.0,5.0
2995496,4532598,0,56.19,4435,C,439.0,1.0,3.0
2995497,4533663,1,76.54,5488,W,352.0,8.0,1.0
2995498,4533848,0,22.67,11487,H,107.0,9.0,6.0
2995499,4533949,0,319.62,12869,H,473.0,10.0,0.0
2995500,4534095,0,30.86,13190,W,153.0,0.0,1.0
2995501,4534157,0,86.75,13389,H,230.0,1.0,1.0
2995502,4536196,0,131.09,13842,W,221.0,9.0,0.0
2995503,4536822,0,13.79,16526,H,166.0,0.0,0.0
2995504,4537029,0,228.68,15321,W,459.0,2.0,2.0
2995505,4538107,0,302.5,17257,C,329.0,4.0,1.0
2995506,4538642,0,125.48,17359,H,332.0,0.0,0.0
2995507,4540247,0,81.11,4716,W,194.0,0.0,4.0
2995508,4540401,0,86.6,14561,H,159.0,9.0,3.0
2995509,4541327,0,483.11,17352,H,299.0,9.0,4.0
2995510,4541720,1,106.91,13947,W,320.0,4.0,4.0
2995511,4542482,0,87.86,14180,H,439.0,1.0,1.0
2995512,4542637,0,39.49,17684,W,342.0,5.0,2.0
2995513,4543532,0,3.13,10941,C,391.0,1.0,6.0
2995514,4543839,0,335.48,14346,R,271.0,5.0,6.0
2995515,4544699,0,89.71,1807,H,374.0,8.0,4.0
2995516,4544707,0,31.49,10266,W,468.0,6.0,0.0
2995517,4545354,0,1132.7,3767,W,287.0,1.0,6.0
2995518,4545706,0,152.52,15758,C,160.0,8.0,4.0
2995519,4545757,0,70.3,3625,H,431.0,9.0,5.0
2995520,4545971,0,305.46,12878,W,219.0,5.0,2.0
2995521,4546069,0,139.98,7176,W,472.0,1.0,6.0
2995522,4546386,0,136.76,1817,W,172.0,8.0,1.0
2995523,4546974,0,43.36,10832,S,224.0,9.0,5.0
2995524,4547036,0,207.6,10446,W,356.0,9.0,4.0
2995525,4547037,0,278.2,1803,S,423.0,2.0,1.0
2995526,4547296,0,43.64,13964,W,367.0,6.0,1.0
2995527,4547324,0,9.26,3008,W,320.0,5.0,3.0
2995528,4547607,0,281.48,8885,W,259.0,6.0,1.0
2995529,4548255,0,191.36,10590,W,477.0,4.0,2.0
2995530,4548439,0,247.28,13187,H,116.0,5.0,5.0
2995531,4550803,0,95.15,5524,H,389.0,5.0,0.0
2995532,4552334,1,312.02,5914,W,211.0,8.0,5.0
2995533,4552755,0,41.12,9440,H,390.0,10.0,4.0
2995534,4553050,0,71.96,11099,W,490.0,3.0,2.0
2995535,4553284,0,25.63,10404,W,426.0,10.0,3.0
2995536,4554861,0,361.03,12421,C,123.0,1.0,4.0
2995537,4556668,0,85.11,10112,H,325.0,1.0,0.0
2995538,4556673,0,118.89,4576,W,486.0,10.0,5.0
2995539,4556715,0,151.4,2617,W,420.0,3.0,0.0
2995540,4556939,0,67.61,14997,W,449.0,1.0,1.0
2995541,4557828,0,241.51,9853,H,319.0,3.0,3.0
2995542,4558488,0,658.27,10398,H,394.0,9.0,5.0
2995543,4558549,0,291.67,10603,H,108.0,7.0,2.0
2995544,4558888,0,11.38,14103,W,107.0,6.0,0.0
2995545,4558895,0,102.69,8491,W,466.0,10.0,6.0
2995546,4559346,0,108.45,1987,R,266.0,2.0,0.0
2995547,4559569,0,399.7,13629,W,497.0,1.0,5.0
2995548,4560483,0,46.58,5251,H,486.0,0.0,5.0
2995549,4560748,0,25.83,2815,W,114.0,9.0,3.0
2995550,4560769,0,245.36,9417,W,289.0,2.0,6.0
2995551,4560938,0,87.96,13520,C,379.0,9.0,6.0
2995552,4560996,0,42.58,2976,W,358.0,8.0,6.0
2995553,4561032,0,65.88,16421,R,100.0,4.0,1.0
2995554,4561097,0,16.56,2258,H,322.0,10.0,6.0
2995555,4561372,0,110.4,13538,W,438.0,5.0,6.0
2995556,4561419,0,62.52,3014,W,290.0,4.0,6.0
2995557,4562153,0,170.64,13581,H,429.0,1.0,3.0
2995558,4562172,0,70.39,16227,H,482.0,5.0,2.0
2995559,4562404,0,93.93,9592,W,222.0,4.0,3.0
2995560,4562471,0,52.12,14003,W,169.0,4.0,1.0
2995561,4563312,1,101.31,14278,W,356.0,9.0,6.0
2995562,4563437,0,23.2,12515,C,211.0,7.0,6.0
2995563,4563455,0,310.65,15989,S,155.0,6.0,6.0
2995564,4563566,0,85.63,14319,S,493.0,6.0,0.0
2995565,4563736,0,8.27,7240,W,232.0,0.0,0.0
2995566,4564041,0,13.43,8595,S,394.0,2.0,6.0
2995567,4564277,0,312.64,10869,W,458.0,6.0,1.0
2995568,4564942,0,85.47,17138,W,104.0,5.0,1.0
2995569,4565840,0,87.89,7828,W,126.0,8.0,2.0
2995570,4568536,0,89.73,10663,H,425.0,4.0,5.0
2995571,4568800,0,161.56,4807,H,393.0,2.0,2.0
2995572,4569892,0,564.93,17090,W,103.0,6.0,2.0
2995573,4570056,0,153.57,2866,C,137.0,4.0,6.0
2995574,4570716,0,130.17,11780,W,471.0,8.0,6.0
2995575,4570861,1,66.14,12930,W,480.0,6.0,5.0
2995576,4571065,0,14.14,5375,C,131.0,4.0,5.0
2995577,4571444,0,159.07,7539,H,261.0,1.0,3.0
2995578,4572359,0,175.27,10140,W,359.0,2.0,2.0
2995579,4572854,1,507.9,14610,C,358.0,9.0,3.0
2995580,4572874,0,702.45,10564,C,410.0,0.0,2.0
2995581,4573856,0,22.38,13051,W,212.0,0.0,1.0
2995582,4575358,0,43.09,14985,W,268.0,7.0,0.0
2995583,4575971,0,200.72,10106,W,191.0,2.0,0.0
2995584,4576038,0,90.15,14859,W,409.0,7.0,4.0
2995585,4576272,0,508.81,10917,W,308.0,10.0,0.0
2995586,4577569,0,71.36,11051,R,451.0,7.0,3.0
2995587,4578872,0,993.47,11386,W,307.0,1.0,6.0
2995588,4579618,0,96.27,6405,W,115.0,10.0,2.0
2995589,4580066,0,634.73,4309,C,126.0,8.0,3.0
2995590,4580429,0,5.01,2131,R,183.0,10.0,5.0
2995591,4580717,0,161.36,9516,C,367.0,8.0,2.0
2995592,4582512,0,92.57,8475,W,228.0,8.0,4.0
2995593,4583077,0,7.3,11034,C,459.0,2.0,4.0
2995594,4583166,0,88.38,12946,S,333.0,2.0,4.0
2995595,4583334,0,20.38,3136,H,213.0,2.0,3.0
2995596,4584436,0,48.25,17787,R,332.0,1.0,5.0
2995597,4584752,0,129.83,17686,C,409.0,7.0,5.0
2995598,4584849,0,77.67,14444,H,495.0,3.0,0.0
2995599,4585197,0,138.04,9455,H,156.0,4.0,6.0
2995600,4586758,0,108.7,17912,W,272.0,9.0,2.0
2995601,4588029,0,1518.16,1974,C,163.0,8.0,3.0
2995602,4588474,0,122.87,8638,W,390.0,8.0,0.0
2995603,4589347,0,103.03,17504,W,201.0,10.0,4.0
2995604,4590162,0,149.17,8419,H,333.0,6.0,2.0
2995605,4590709,0,87.23,14136,W,378.0,9.0,4.0
2995606,4591162,0,13.45,10571,W,494.0,2.0,0.0
2995607,4591196,0,206.48,11432,H,163.0,0.0,5.0
2995608,4591723,0,423.63,16021,W,113.0,8.0,4.0
2995609,4593029,0,581.89,9441,W,472.0,1.0,1.0
2995610,4594574,0,205.87,4709,W,140.0,10.0,4.0
2995611,4594585,0,65.19,12035,R,270.0,5.0,2.0
2995612,4595390,0,123.41,6632,S,138.0,8.0,5.0
2995613,4595390,0,767.88,12274,H,391.0,10.0,1.0
2995614,4595867,0,68.8,12487,H,293.0,3.0,5.0
2995615,4596618,0,21.49,9147,H,460.0,2.0,0.0
2995616,4596831,0,1275.66,13381,W,156.0,5.0,6.0
2995617,4596894,0,26.53,6154,W,110.0,4.0,6.0
2995618,4597725,0,13.65,4016,R,325.0,6.0,3.0
2995619,4597747,0,132.02,1531,H,270.0,1.0,5.0
2995620,4598231,0,147.01,14439,W,436.0,4.0,2.0
2995621,4598850,1,226.18,7288,C,472.0,11.0,1.0
2995622,4599257,0,258.24,12289,C,362.0,8.0,6.0
2995623,4599319,0,74.14,1889,H,169.0,5.0,5.0
2995624,4601067,0,75.44,9691,C,139.0,8.0,6.0
2995625,4601086,0,45.25,10884,H,381.0,1.0,0.0
2995626,4602589,0,106.08,12140,C,274.0,3.0,3.0
2995627,4603890,0,172.49,7430,W,457.0,7.0,0.0
2995628,4604198,0,267.24,17240,S,319.0,8.0,0.0
2995629,4604691,0,30.65,1647,S,211.0,8.0,5.0
2995630,4605998,0,20.18,9676,W,435.0,8.0,5.0
2995631,4606448,0,260.34,13615,W,385.0,2.0,1.0
2995632,4606485,0,47.71,10146,W,412.0,6.0,1.0
2995633,4606855,0,27.6,5430,H,219.0,1.0,1.0
2995634,4606895,0,9.78,2802,H,267.0,7.0,0.0
2995635,4607221,0,487.3,12422,W,118.0,7.0,0.0
2995636,4609955,0,125.31,13396,H,243.0,8.0,1.0
2995637,4611991,0,173.22,8782,H,379.0,3.0,5.0
2995638,4612139,0,152.16,8873,H,253.0,1.0,3.0
2995639,4612159,0,116.17,14898,H,464.0,0.0,1.0
2995640,4612473,0,87.54,17318,W,430.0,6.0,3.0
2995641,4612860,0,82.74,11679,W,498.0,7.0,3.0
2995642,4612962,0,27.87,5799,W,257.0,1.0,1.0
2995643,4614069,0,10.82,7063,W,146.0,7.0,1.0
2995644,4614881,0,1332.42,16505,W,477.0,10.0,0.0
2995645,4615792,1,146.41,14982,W,472.0,5.0,3.0
2995646,4615815,0,53.25,5925,H,227.0,1.0,0.0
2995647,4615912,0,34.43,12703,C,452.0,8.0,0.0
2995648,4616085,0,317.19,1801,C,474.0,4.0,5.0
2995649,4616432,0,107.09,8880,H,315.0,5.0,1.0
2995650,4617377,0,31.94,8729,H,232.0,3.0,1.0
2995651,4617589,0,62.53,15113,C,294.0,9.0,4.0
2995652,4618276,0,130.79,5829,C,293.0,6.0,3.0
2995653,4618419,0,56.6,16785,W,336.0,10.0,3.0
2995654,4618700,0,239.39,3994,H,303.0,6.0,0.0
2995655,4618731,0,1151.6,6370,H,475.0,5.0,5.0
2995656,4620151,0,54.25,14708,W,340.0,10.0,2.0
2995657,4620161,0,63.95,4268,H,451.0,9.0,0.0
2995658,4620301,0,33.25,2695,W,142.0,4.0,6.0
2995659,4620712,0,74.87,5421,W,366.0,6.0,0.0
2995660,4621223,0,8.56,16301,S,335.0,2.0,1.0
2995661,4621335,0,336.71,6402,W,142.0,7.0,6.0
2995662,4621549,0,18.16,5951,H,467.0,10.0,2.0
2995663,4621798,0,34.21,8732,W,424.0,4.0,2.0
2995664,4621799,0,99.54,3584,R,350.0,1.0,5.0
2995665,4622888,0,470.09,1696,W,183.0,0.0,2.0
2995666,4623185,0,32.29,4608,W,459.0,10.0,4.0
2995667,4623258,0,71.95,3264,W,465.0,2.0,5.0
2995668,4623548,0,128.03,9485,S,251.0,6.0,3.0
2995669,4623838,0,40.21,8392,W,174.0,9.0,6.0
2995670,4624413,0,77.9,11982,C,271.0,2.0,6.0
2995671,4626037,0,13.35,11934,R,346.0,0.0,3.0
2995672,4626795,0,47.79,6696,H,488.0,8.0,1.0
2995673,4627303,0,394.08,15600,C,495.0,5.0,0.0
2995674,4627347,0,239.56,15693,W,276.0,10.0,6.0
2995675,4627434,0,52.85,2673,W,203.0,3.0,6.0
2995676,4627739,0,26.69,14732,W,398.0,2.0,3.0
2995677,4628053,0,69.77,2177,H,391.0,6.0,5.0
2995678,4628554,0,15.54,3964,W,176.0,8.0,5.0
2995679,4628717,0,71.09,8244,C,320.0,9.0,4.0
2995680,4629426,0,55.03,14605,R,408.0,10.0,1.0
2995681,4629509,0,52.67,2586,W,264.0,5.0,3.0
2995682,4630001,0,75.99,13722,W,208.0,2.0,4.0
2995683,4630744,0,171.42,3676,W,303.0,5.0,3.0
2995684,4630831,0,25.88,7680,W,422.0,6.0,0.0
2995685,4630997,0,284.06,2657,W,342.0,0.0,6.0
2995686,4632181,0,347.34,13066,W,117.0,7.0,4.0
2995687,4632491,0,1261.03,8097,W,164.0,9.0,1.0
2995688,4632741,0,128.46,13089,C,303.0,10.0,2.0
2995689,4633417,0,527.23,10776,W,434.0,8.0,0.0
2995690,4635780,0,290.54,3022,H,196.0,2.0,6.0
2995691,4635901,0,113.13,9282,W,400.0,6.0,3.0
2995692,4635938,0,20.89,4822,R,367.0,8.0,3.0
2995693,4637283,0,263.57,10901,W,197.0,7.0,5.0
2995694,4637410,0,120.02,16291,W,386.0,5.0,1.0
2995695,4637529,0,768.79,15517,H,242.0,0.0,1.0
2995696,4637624,0,218.82,9018,W,469.0,3.0,2.0
2995697,4638753,0,319.57,11901,W,228.0,1.0,5.0
2995698,4640036,0,44.97,10423,H,252.0,3.0,0.0
2995699,4640433,0,120.72,4378,S,113.0,3.0,3.0
2995700,4640913,0,8.95,13529,W,368.0,9.0,0.0
2995701,4641296,0,175.11,6735,H,491.0,2.0,1.0
2995702,4642567,0,388.12,16504,W,468.0,8.0,1.0
2995703,4643043,0,478.33,10415,H,117.0,5.0,1.0
2995704,4643160,0,58.8,15411,H,276.0,6.0,2.0
2995705,4643438,0,10.21,10860,S,319.0,8.0,2.0
2995706,4643544,0,47.22,8537,C,388.0,0.0,5.0
2995707,4643777,0,81.99,13843,W,483.0,4.0,3.0
2995708,4643983,0,147.02,7383,W,165.0,1.0,2.0
2995709,4644244,0,7.88,10409,H,454.0,8.0,5.0
2995710,4644324,0,79.4,9669,W,285.0,6.0,5.0
2995711,4644648,0,25.92,10337,W,330.0,1.0,1.0
2995712,4644888,0,510.72,16370,S,274.0,9.0,5.0
2995713,4644905,0,5.46,2141,W,277.0,6.0,2.0
2995714,4645109,0,303.46,14713,W,460.0,3.0,0.0
2995715,4645123,0,74.33,7711,W,214.0,5.0,4.0
2995716,4645569,0,7.72,13709,C,383.0,6.0,5.0
2995717,4645581,0,673.78,2886,W,174.0,3.0,4.0
2995718,4645971,0,454.98,14336,C,458.0,10.0,3.0
2995719,4646480,0,403.43,7990,R,376.0,8.0,1.0
2995720,4647344,0,100.66,16864,H,324.0,8.0,5.0
2995721,4647636,0,40.21,5803,W,456.0,7.0,4.0
2995722,4650237,0,97.33,7009,W,343.0,10.0,5.0
2995723,4651454,0,173.34,12647,S,312.0,2.0,2.0
2995724,4652032,0,46.95,2818,H,313.0,3.0,1.0
2995725,4653742,0,32.16,2791,W,446.0,2.0,2.0
2995726,4653987,0,162.68,6765,W,254.0,10.0,1.0
2995727,4654287,0,113.81,11192,W,118.0,9.0,2.0
2995728,4655229,0,273.45,12024,W,452.0,3.0,3.0
2995729,4655616,0,559.84,16355,H,150.0,2.0,1.0
2995730,4656909,0,251.54,13673,W,333.0,2.0,1.0
2995731,4657668,0,22.58,7278,W,185.0,8.0,6.0
2995732,4658445,0,88.62,2025,W,415.0,7.0,2.0
2995733,4659543,0,143.22,5721,W,209.0,10.0,4.0
2995734,4659746,0,237.71,1166,W,454.0,9.0,2.0
2995735,4660426,0,252.07,13409,W,182.0,0.0,2.0
2995736,4661024,0,83.96,5974,W,355.0,8.0,3.0
2995737,4661407,0,49.97,16049,H,362.0,0.0,0.0
2995738,4661422,0,302.0,14721,C,150.0,10.0,5.0
2995739,4661800,0,141.62,16290,W,247.0,0.0,0.0
2995740,4661833,0,126.19,12652,W,445.0,5.0,4.0
2995741,4662001,0,38.64,13956,W,101.0,9.0,6.0
2995742,4662760,0,1118.54,16422,W,187.0,0.0,4.0
2995743,4662848,0,121.37,7507,C,106.0,2.0,5.0
2995744,4663108,0,81.11,2681,C,325.0,6.0,6.0
2995745,4663706,0,121.38,5526,W,403.0,3.0,2.0
2995746,4663860,0,76.86,6947,H,315.0,0.0,5.0
2995747,4664370,0,19.17,10231,W,495.0,3.0,4.0
2995748,4664412,0,128.82,11339,W,446.0,2.0,6.0
2995749,4664507,0,15.77,11552,S,211.0,10.0,0.0
2995750,4665717,0,101.87,8252,H,223.0,4.0,3.0
2995751,4666456,0,13.31,1334,H,376.0,3.0,2.0
2995752,4666573,0,6.79,9065,W,238.0,1.0,5.0
2995753,4667383,0,187.84,6504,W,159.0,2.0,4.0
2995754,4667497,0,23.94,6732,W,458.0,1.0,2.0
2995755,4667772,0,151.57,7237,C,448.0,10.0,3.0
2995756,4668260,0,110.3,9827,C,436.0,5.0,6.0
2995757,4668289,0,107.37,8222,W,144.0,3.0,3.0
2995758,4668452,0,42.42,14233,C,488.0,0.0,4.0
